,pitch,roll,yaw,eye_pitch,eye_yaw,magnitude,actual_label
249,4.958232589,-5.147808034,13.12442932,9.325703162,5.361297151,14,gazing_else_where
250,5.123556189,-5.173321035,13.02141166,10.14451217,16.36436298,23,gazing_else_where
251,5.527117674,-4.852487682,12.76705495,6.456457516,12.12614912,18,gazing_else_where
252,5.304524287,-5.240413787,12.82095217,9.855266157,8.928215982,17,gazing_else_where
253,5.115122694,-5.291008507,12.51543775,6.900847584,10.9316531,16,gazing_else_where
254,5.193201227,-5.66793463,12.87765402,8.170074536,9.032127319,16,gazing_else_where
255,4.400252443,-5.043347139,13.16186135,9.370450893,14.96188196,22,gazing_else_where
256,4.556017375,-5.199137108,12.92560442,7.073271211,11.64526875,17,gazing_else_where
257,6.014103231,-5.328701038,13.24751109,9.377803876,18.35984646,24,gazing_else_where
258,4.221637679,-5.223453974,13.71132942,9.858038892,11.34206943,18,gazing_else_where
259,4.220383808,-4.926714804,13.31442305,9.757540436,5.530922991,15,gazing_else_where
260,5.630206286,-5.032874076,13.13018423,7.485607799,12.25285482,18,gazing_else_where
261,5.121694059,-4.988922039,13.05899882,4.005314758,11.29891099,14,gazing_else_where
262,4.983448658,-4.915294585,13.70114689,4.944587594,5.324926916,11,gazing_else_where
263,5.426096998,-4.800313276,12.97354586,6.998257768,15.13512221,19,gazing_else_where
264,4.974095255,-5.01635065,12.78339429,7.210256404,12.4607394,17,gazing_else_where
265,5.938322707,-4.925477198,13.05082104,9.445413419,15.65460854,22,gazing_else_where
266,4.352980405,-4.694036266,12.99209831,9.529446479,14.89842826,21,gazing_else_where
267,4.333836575,-4.615144278,13.1656692,11.22550083,13.27720999,21,gazing_else_where
268,5.360465498,-5.37572294,13.43656996,10.46844414,8.150125025,17,gazing_else_where
269,5.094259513,-5.347655354,12.98212772,4.767824249,7.917996374,13,gazing_else_where
