pitch,roll,yaw,eye_pitch,eye_yaw,actual_label
4.50246684,8.132166857,-25.18774645,-16.30918179,19.80752422,gazing
5.082465654,8.17266829,-25.44987266,-14.48974212,28.00221852,gazing
5.086890763,8.43787996,-24.21056154,-9.066194395,24.24602137,gazing
3.381779288,7.237179147,-24.26443108,-13.32204673,23.83910033,gazing
-0.559793874,4.802238936,-21.16787743,-10.77510314,18.43791561,gazing
1.03199304,4.140362512,-20.19089717,-9.995291017,19.57563286,gazing
0.920222006,5.167255618,-21.21878898,-13.17994628,18.78547232,gazing
1.804246754,5.512103883,-22.38693562,-14.22263718,21.71049211,gazing
2.500174229,5.693718804,-21.93574941,-9.137448989,18.71854183,gazing
3.159837676,5.706540302,-21.92585113,-13.32008862,22.63482393,gazing
2.601298879,6.131091277,-22.87825259,-13.74448664,17.06627679,gazing
1.342669173,5.33082762,-21.53783011,-20.3632796,14.8229603,gazing
1.861425347,5.226093504,-22.635758,-17.88970969,20.94526172,gazing
1.302910455,5.297151665,-21.33960135,-13.67799158,19.07314456,gazing
1.113979386,4.953475788,-20.56247604,-17.89126501,18.06575702,gazing
1.213030876,5.17433618,-21.07973444,-13.93911291,21.03340239,gazing
1.975954579,5.675974572,-22.11943453,-12.61869559,21.34863341,gazing
2.017920203,5.326212117,-21.2825774,-12.54183475,19.25246893,gazing
1.579235585,5.081936572,-21.22924801,-13.42517112,18.56055049,gazing
1.707730356,5.093794591,-21.61201435,-9.702392648,21.2922799,gazing
-0.509865686,2.612868142,-15.15967637,-13.48976264,12.3130495,gazing
-1.097805126,2.496968686,-11.39004869,-10.89030505,9.816419044,gazing
-0.361874391,2.8706724,-8.890872487,-11.0595977,21.64772302,gazing
-0.657112907,2.679970301,-9.317673627,-5.218838382,13.39862939,gazing
-0.201886125,2.360712721,-9.409552426,-9.778113984,9.455358914,gazing
0.250326281,2.320905091,-9.657203271,-12.48960541,15.11391614,gazing
0.16546084,2.540893993,-10.44170065,-10.44993195,13.02939359,gazing
3.288560505,3.006668718,-11.21506073,-14.33386706,3.654469062,gazing
3.298622172,2.845081045,-11.31473372,-13.0588724,10.37745993,gazing
4.374609848,3.201161181,-10.7067236,-12.07084656,17.41270769,gazing
3.471389399,3.433808203,-11.42513403,-12.65980785,7.668067214,gazing
3.61496734,3.163625609,-11.10879852,-12.9906233,5.226791884,gazing
4.09017578,3.886432695,-11.65131223,-10.69200169,11.9862089,gazing
5.113381933,4.101765058,-12.07521209,-16.00917331,0.409813917,gazing
5.530201918,4.225183172,-11.45743795,-10.7759205,6.309499691,gazing
6.853562352,4.64355828,-10.69976263,-10.96317044,15.34173948,gazing
6.89195306,4.446234269,-10.78700561,-11.7420478,9.008631752,gazing
7.081886019,4.366038802,-11.33576233,-12.61185925,13.54447137,gazing
8.529299567,4.195151558,-11.69372499,-15.69909463,11.42010189,gazing
8.004288146,4.47259487,-12.17874762,-17.12190329,11.49110111,gazing
8.256957521,4.627026583,-12.88900507,-15.47575923,11.20164638,gazing
8.529296769,5.020314434,-11.80711914,-13.73279653,15.1861297,gazing
8.007994955,4.438059454,-11.64570379,-12.59639487,10.86830169,gazing
8.285594943,4.660140972,-12.02029022,-10.10433908,13.95333294,gazing
8.171712782,4.350192986,-12.52903896,-10.15556679,10.10615195,gazing
7.256081385,4.183378536,-12.36644944,-13.94578174,11.18683862,gazing
7.47358966,4.269442607,-12.69896416,-13.87128745,12.8103065,gazing
8.058076291,4.071363907,-11.98626934,-13.60956111,13.27237244,gazing
7.605373619,4.355424143,-11.82312587,-11.45997407,13.04359844,gazing
8.602062159,4.383232223,-12.62802053,-10.37033274,16.96915716,gazing
8.225806666,4.607460593,-12.03874523,-11.20901595,12.44936758,gazing
8.999503643,4.480500551,-11.60747641,-12.41403665,10.74330592,gazing
10.29289348,4.469859292,-12.49656039,-11.14168026,13.61563652,gazing
9.29924322,4.797552864,-11.78418978,-12.75466358,13.25790451,gazing
8.344856903,4.184219898,-11.40995511,-9.685944226,4.840266197,gazing
5.129330763,4.242448911,-9.286650681,-17.09099461,6.508776474,gazing
2.27788677,3.652563418,-6.806126282,-12.14570693,8.398112105,gazing
-0.360752904,3.221930411,-5.880486474,-15.65054048,12.10514598,gazing
-3.102545451,2.87247686,-3.952363372,-6.435131775,4.382609721,gazing
-4.293070784,2.580695244,-2.621532458,-9.724630473,-2.72194238,gazing
-6.916817819,2.519871734,-2.617603657,-17.2096904,3.018407155,gazing
-9.825441487,1.965054052,-1.150881689,-6.802389295,-1.15070314,gazing
-11.39209788,1.696231235,-1.121872302,-8.743238808,5.545439643,gazing
-12.13526189,1.875215549,-1.396102392,-7.430047891,5.381668151,gazing
-13.12399302,1.750971859,-1.568692594,0.49796103,-5.807554425,gazing
-13.12747174,2.21415067,-0.806545975,-8.287907206,-3.651049439,gazing
-13.03423315,2.298741113,-1.358551196,-4.137865119,-0.572615801,gazing
-13.40869184,2.370554611,-0.842530046,-5.480850589,4.07994443,gazing
-13.22407566,2.122679918,0.395920158,-3.24648418,7.509597981,gazing
-14.60246822,2.069345149,0.001390932,-10.05524702,5.331564634,gazing
-14.89257416,1.874621848,0.599632438,0.125619938,-9.121316293,gazing
-15.11337914,2.44116684,0.865666665,3.946034767,-4.431358508,gazing
-13.94812343,2.337022616,0.452328872,0.084656984,-4.289399265,gazing
-14.12290158,2.380294767,-0.018708533,1.453597626,2.28303824,gazing
-13.17444081,2.472433907,0.718743239,5.841881136,-0.190029626,gazing
-13.18740997,2.161612258,0.282692505,6.831188757,-3.376089801,gazing
-13.31174018,3.003771982,-0.268755567,4.054802469,-6.419537329,gazing
-12.52194441,2.628523772,-1.907547306,0.299279544,3.546164018,gazing
-10.30850328,2.458851177,-7.244763351,-1.235520583,-4.256130744,gazing
-9.059750417,2.522114839,-8.583856682,-2.239942276,2.745137764,gazing
-8.018141646,3.110693377,-11.77343448,-2.996951812,10.21788398,gazing
-6.624701747,2.619122065,-14.16273487,-5.304640807,10.43062275,gazing
-7.664494966,2.629458422,-13.28444888,-5.323073721,8.642610383,gazing
-7.427476903,2.803120554,-12.79333728,-9.742821038,9.324188791,gazing
-6.555861228,2.832069305,-12.83313795,-6.594779893,11.76906748,gazing
-7.297318086,3.138038671,-11.71181125,-5.916982586,11.56006005,gazing
-6.497094863,3.165782599,-11.5243462,-6.861991839,10.11907234,gazing
-6.602363227,3.487637051,-12.86530806,-3.810877604,5.687886196,gazing
-6.507014902,4.307075376,-17.48563413,-2.184033622,7.244348468,gazing
-5.685915816,3.459455279,-16.26643718,-6.573498731,13.41870618,gazing
-6.614063449,4.037757954,-16.54533549,-6.88163865,12.7708868,gazing
-6.372761426,3.673104957,-15.87620319,-7.294866316,8.357851788,gazing
-6.576493733,3.565945662,-16.69044369,-6.936276546,13.49494291,gazing
-6.588435369,3.243305725,-13.1665044,-0.10631197,7.269292068,gazing
-8.912397454,2.00075748,-5.763032195,-5.98230356,12.15358173,gazing
-8.824550497,1.146906467,1.252778645,-2.456224698,-3.573615368,gazing
-6.33224961,-0.641171575,12.36536709,3.160343194,-16.66381781,gazing
-5.867824188,-0.105670763,12.01067301,4.105576927,-9.775063497,gazing
-6.195450156,0.525606204,14.66616453,6.118746028,-18.60022272,gazing
-6.433385516,1.034370238,16.57936087,5.212310291,-19.35593849,gazing
-8.345149532,3.597272015,17.24908028,3.231952243,-15.20869306,gazing
-4.953489021,6.742435032,18.72586743,2.035676792,-33.04180558,gazing
-5.748339751,6.033267635,19.4843609,-0.85311571,-22.12702002,gazing
-5.590251291,6.114495308,19.25436945,2.049459662,-22.3432904,gazing
-6.135700744,6.17034774,19.84476994,2.338165579,-19.65061324,gazing
-6.788613605,5.828566246,18.45851624,0.386426886,-20.33464089,gazing
-6.43973063,4.942552011,18.05733349,-3.991791647,-19.64533189,gazing
-5.962507438,4.829689314,17.4798257,-2.236452199,-22.34677051,gazing
-5.528729232,3.62142813,20.12149247,2.546053061,-23.45696957,gazing
-5.175957926,2.336883924,23.82287435,-0.505542066,-6.709504146,gazing
-4.430221397,3.275456822,27.75858923,0.821314313,-9.322096462,gazing
-4.66546541,2.624109861,25.84671869,0.582343285,-21.6906843,gazing
-3.133544359,2.318056779,22.96491532,-0.507367461,-26.17298143,gazing
-3.864996619,1.424411188,18.04371041,0.451128625,-26.65587586,gazing
-3.070496948,0.559933314,12.31622871,4.203229445,-11.25523491,gazing
-2.954042387,0.308064886,13.5478551,0.788582105,-14.37847799,gazing
-3.22958019,0.248525342,10.39452437,5.103555561,-9.821378654,gazing
-4.733958172,0.670380257,7.825439116,-4.1045433,-10.26635194,gazing
-5.905978004,0.465203669,6.030006726,-1.751071091,1.450078364,gazing
-7.773527044,0.85995446,6.204391074,-7.459349446,5.001368349,gazing
-10.99847279,1.147380094,4.145154995,-0.750302389,-3.202175045,gazing
-10.71331226,1.115785014,3.976937829,1.894742285,-2.192969636,gazing
-12.99254003,0.765068914,5.125182333,-2.586227841,-2.812405647,gazing
-14.74380059,0.87382664,0.742992107,-4.004808368,3.003520155,gazing
-15.94314637,0.403610436,-0.714780935,1.13958089,1.044451679,gazing
-18.05381433,-1.496754474,-2.500791594,-2.045500042,-11.1117158,gazing
-19.35031676,-3.440420992,-4.264351944,-1.569649237,14.28065348,gazing
-19.14956335,-2.703657652,-4.499188471,7.423810665,7.071921726,gazing
-19.81363943,-2.601251649,-3.455531965,3.546622812,12.88704232,gazing
-19.88428586,-1.969229867,-2.901532108,5.819244222,7.767389879,gazing
-20.28103491,-1.745039475,-3.333666334,8.266396496,3.205651764,gazing
-19.70496932,-1.60436353,-3.131303063,7.692346519,14.71869973,gazing
-20.13788463,-1.757400429,-3.180367956,5.729389695,6.708890114,gazing
-19.74433493,-1.682877195,-2.205141798,3.719848909,1.12200484,gazing
-18.29245626,-1.206135798,-2.636272506,1.72357325,17.85864498,gazing
-15.12437273,-1.083900813,-3.0111154,5.112159197,9.974397473,gazing
-14.8221174,-0.844871338,-3.160106064,3.978238338,-1.559703847,gazing
-12.61065122,-0.406195111,-2.678353577,-0.279662359,8.475705949,gazing
-11.41757276,-0.163091648,-1.900148291,0.27730203,7.72382978,gazing
-9.68808889,-0.122178228,-2.606416115,-2.306770022,4.252174336,gazing
-7.229476046,-0.115666885,-2.266586426,-2.022248049,9.765421668,gazing
-5.620736937,0.183058223,-2.381761633,-8.483713223,9.89824547,gazing
-3.677936757,-0.172945514,-1.696217686,-1.339198866,2.392567924,gazing
-2.92937515,0.102322464,-1.705468718,-4.243709944,8.417613519,gazing
-2.39988489,0.05153737,-1.614560103,-6.550158027,7.994479858,gazing
-3.210124704,0.008637586,-1.786212062,-2.083169585,1.54678873,gazing
-3.254033173,0.115773146,-1.844377442,-3.55781753,4.304955561,gazing
-3.286287187,0.086779504,-1.304301885,-4.116535047,3.601500586,gazing
-2.634290136,0.321086789,-1.668698984,-2.915784119,6.49476505,gazing
-3.067600515,-0.077537053,-1.132597358,-3.915790148,8.491379563,gazing
-3.029790978,-0.053014885,-1.656312749,-3.876130883,8.903647313,gazing
-2.778380867,-0.129991434,-1.840018914,-1.982018501,9.375026881,gazing
-2.192791742,-0.298701348,-1.123861417,-7.14410036,10.11128037,gazing
-2.917160605,-0.184670595,-1.242314412,-9.605295453,6.574218248,gazing
-2.390058225,-0.227713373,-1.81971278,-3.697616939,-0.352528037,gazing
-2.555900304,-0.629477246,-1.164736122,-4.745915677,6.630326024,gazing
-2.257973282,-0.085234248,-1.680212452,-5.682826253,8.464850102,gazing
-2.713154026,-0.226733601,-1.471617735,-2.028498773,3.174932121,gazing
1.720689212,-2.911539625,-2.237974592,-9.226343774,1.662153084,gazing_else_where
1.346863238,-2.674532625,-3.603621281,-10.27139971,8.54917138,gazing_else_where
1.580188587,-2.803772025,-3.869373199,-5.313840502,3.088983768,gazing_else_where
2.226857787,-2.959689827,-3.246697611,-9.186662946,5.181758756,gazing_else_where
2.475193537,-2.851765026,-2.955255726,-13.50966025,-0.77622352,gazing_else_where
2.101124343,-2.667798213,-3.524994643,-10.28971418,6.59670075,gazing_else_where
1.930066577,-2.598057397,-3.958151109,-6.791276102,7.369121033,gazing_else_where
1.72802515,-3.12847398,-4.193615015,-12.19341706,11.71739189,gazing_else_where
2.213564043,-2.88764152,-3.151849381,-10.27113206,11.80247239,gazing_else_where
2.465330619,-2.841763996,-3.394104855,-9.118686251,3.369833401,gazing_else_where
1.784963781,-2.852669882,-2.912725352,-7.945923455,9.494588929,gazing_else_where
3.001417437,-2.836815959,-3.906503481,-6.258436069,-2.230235817,gazing_else_where
2.89216854,-3.104119333,-4.116845391,-9.81973241,11.25970078,gazing_else_where
2.840188485,-3.03829809,-3.50414656,-9.590450209,1.74305355,gazing_else_where
3.066408958,-3.180501287,-3.170348401,-10.37517387,8.832443157,gazing_else_where
2.352173792,-2.760738553,-3.260044004,-12.07396176,-0.396489622,gazing_else_where
2.3329697,-2.850303767,-3.313934498,-8.441008399,0.459206113,gazing_else_where
2.209726917,-3.256400126,-3.134705289,-8.277560078,-6.220091219,gazing_else_where
2.813354965,-3.046797662,-3.276875417,-13.77157635,-1.261429992,gazing_else_where
2.928821365,-2.828867738,-3.227202144,-11.52563336,-4.200219724,gazing_else_where
3.158830404,-3.022916628,-3.752163679,-9.408605726,-4.031484591,gazing_else_where
2.92617766,-3.249379847,-3.782764138,-12.72335735,1.712119414,gazing_else_where
2.244506727,-3.083492578,-3.57008382,-14.44747273,-4.486155859,gazing_else_where
2.426024473,-2.980275199,-3.639144465,-9.050730521,0.037180123,gazing_else_where
1.853721467,-3.345289526,-4.062776338,-8.833464104,8.565306469,gazing_else_where
2.22548222,-3.06746139,-5.245787251,-12.49987356,-7.149199616,gazing_else_where
2.88215662,-3.112236075,-5.674215731,-9.575118973,0.809658921,gazing_else_where
2.018395249,-3.14440933,-8.396869521,-7.488774488,-14.08949594,gazing_else_where
1.176809794,-2.920834031,-11.18493644,-4.163141301,-2.47413798,gazing_else_where
2.002658983,-2.856065049,-9.870103411,-6.970063279,2.057782634,gazing_else_where
1.824131244,-2.681597893,-10.52052692,-6.190766811,-0.354423215,gazing_else_where
1.913295468,-2.780913617,-8.469350948,-5.441014436,2.931575918,gazing_else_where
2.192634254,-2.618892896,-9.190369626,-10.99601633,1.426239593,gazing_else_where
2.400099971,-2.717228669,-9.202599273,-7.345550028,-8.828198449,gazing_else_where
2.256297811,-2.852502599,-8.303724688,-8.289813221,-7.76914077,gazing_else_where
2.09002741,-3.19100838,-8.52990365,-10.70516178,-4.328608641,gazing_else_where
2.579179996,-2.332272717,-9.92431629,-15.82603565,5.829832989,gazing_else_where
2.090574585,-2.830379401,-9.514856625,-10.53953516,-0.52823483,gazing_else_where
2.439099489,-3.34726843,-8.259983749,-11.20601735,-4.192448848,gazing_else_where
1.779191508,-2.844499904,-9.381913485,-10.22998783,-3.675553256,gazing_else_where
1.955692755,-3.14795175,-8.645340488,-1.845394933,-18.67133461,gazing_else_where
1.089429642,-3.430665688,-8.642208736,-4.188641211,4.927097486,gazing_else_where
2.028705276,-3.144999387,-8.27869026,-8.86123321,9.788769899,gazing_else_where
1.816336143,-3.159517473,-8.582379969,-5.096396219,-0.235636119,gazing_else_where
1.861535445,-2.917739086,-9.015252001,-6.667387841,-3.44997198,gazing_else_where
2.04993973,-3.062070501,-9.020888008,-3.29636313,-1.082128133,gazing_else_where
2.253076203,-2.954918521,-9.679039781,-7.867569809,0.88948003,gazing_else_where
2.681791023,-3.570097464,-8.395501192,-5.183937479,-7.488494118,gazing_else_where
2.774304942,-2.532566005,-4.10555943,-10.52269386,-1.383606735,gazing_else_where
2.194566883,-3.283643887,-0.844932978,12.7256899,-7.185863202,gazing_else_where
4.498480581,-3.541372798,-1.725073011,15.28416159,-8.955448746,gazing_else_where
4.208072676,-3.037809602,-1.542984001,6.577555393,-10.44339153,gazing_else_where
3.212399859,-3.272294335,-1.970058168,8.634709964,-7.13178701,gazing_else_where
3.032040927,-3.237710727,-2.131033699,8.040868822,-10.60071236,gazing_else_where
3.50649536,-2.67648175,-3.25499967,8.224463273,-7.528657517,gazing_else_where
2.608382703,-3.642376477,-3.615728409,13.2608133,-6.422088468,gazing_else_where
3.349794014,-2.975821786,-3.600069906,15.60273342,-13.58973384,gazing_else_where
3.11034074,-3.711990891,-3.614850727,14.39823088,-5.485989578,gazing_else_where
3.660007331,-3.06620262,-3.730976494,21.9922164,-10.1952368,gazing_else_where
3.316504011,-3.062121751,-3.358550818,18.11738848,-8.708068069,gazing_else_where
4.156620505,-3.002162438,-3.587326344,17.969724,-8.619251385,gazing_else_where
3.801629702,-2.886664984,-3.515512659,7.745401608,21.04997308,gazing_else_where
3.960472578,-2.899171639,-3.246608575,3.634589488,20.05487821,gazing_else_where
4.118731276,-3.147653036,-3.702361973,6.675070647,13.45926488,gazing_else_where
4.076989448,-2.75449969,-3.752800791,6.710798164,20.10263549,gazing_else_where
3.749698238,-2.793268141,-3.180521359,11.44439524,21.14642772,gazing_else_where
3.937767383,-3.18834649,-2.533044213,15.30646679,20.97541157,gazing_else_where
6.337873041,-3.460489416,-1.473467564,-11.39844477,26.85123913,gazing_else_where
6.481150164,-2.33066735,1.590779288,-8.272576467,12.90481073,gazing_else_where
5.061043594,-2.131167129,1.319769028,-9.02697334,13.54600092,gazing_else_where
4.821137144,-2.3423683,1.364857373,-9.510578182,20.03835453,gazing_else_where
5.469235434,-2.066909468,0.8909243,-7.231267974,10.01640565,gazing_else_where
5.69387977,-2.522441926,0.993853833,-8.829230294,13.33549203,gazing_else_where
5.806163602,-2.731099096,0.566032987,-8.511004966,13.37198034,gazing_else_where
5.630893221,-2.358247337,0.906900469,-6.885592979,12.20659516,gazing_else_where
5.344025711,-2.451483045,1.28539206,-6.036271252,9.464343276,gazing_else_where
5.565971833,-2.265206703,0.979622982,-7.762259291,12.46068563,gazing_else_where
6.002837821,-2.539358146,1.043856086,-8.951478803,16.23983286,gazing_else_where
5.597923037,-2.530576891,0.336498678,-5.309755274,9.851458895,gazing_else_where
5.381713168,-2.089501004,0.556205614,-10.68387164,21.62214196,gazing_else_where
5.266354394,-2.294876523,0.952565011,-6.37754498,19.22822449,gazing_else_where
5.245347552,-2.15411293,0.664421483,-7.255053598,12.44793607,gazing_else_where
4.558047864,-2.208288357,1.287811026,-9.171140341,14.65459301,gazing_else_where
5.073342473,-2.252135302,0.980504934,-4.876014736,18.40372547,gazing_else_where
4.526390164,-2.579532118,0.562970499,-8.862342809,14.88348241,gazing_else_where
5.287500239,-2.290117332,0.653835278,-4.665130101,2.926667433,gazing_else_where
4.659002735,-2.260937546,0.896811055,-11.60617991,10.50842347,gazing_else_where
5.408474586,-2.370478298,0.332863295,-15.47501908,7.219306442,gazing_else_where
5.664331539,-2.723709581,0.630108474,-17.12432667,6.474053353,gazing_else_where
3.858192094,-2.38653737,-1.657571458,-13.55805617,5.994662655,gazing_else_where
3.518483074,-3.05599452,-2.476361579,-19.45029544,7.088151102,gazing_else_where
4.379707867,-2.789349645,-2.593492304,-18.34585289,2.827575047,gazing_else_where
3.884825726,-3.343850276,-2.150596109,-20.44348129,-1.381587893,gazing_else_where
4.946364098,-2.865627529,-3.682006246,-16.49355145,7.548525154,gazing_else_where
4.292030874,-2.095216069,-3.27423564,-18.40122662,10.65810232,gazing_else_where
3.867617786,-2.586656451,-3.714624846,-13.00447867,9.35909102,gazing_else_where
