,file_name,pitch,roll,yaw,eye_pitch,eye_yaw,magnitude,label
0,0.jpg,0.8277055203760559,-1.1013914229408608,-7.702312069363533,-4.119952914511765,4.639560299194834,8,head_straight_eye_left_30
1,1.jpg,0.42181060426738165,-1.0537990880542107,-6.677146501966747,1.8690226183402123,-7.729636537834708,14,head_straight_eye_left_30
2,2.jpg,1.456080622567658,-0.9497538219605753,-7.068197879396284,0.5580759511942344,-6.255361998722575,12,head_straight_eye_left_30
3,3.jpg,1.0178437095361355,-0.9058979375271463,-7.493910281178013,2.3510879544328627,-8.436811665281228,15,head_straight_eye_left_30
4,4.jpg,1.1779125640456902,-0.7100696555080958,-7.190062726566473,0.6546123624044703,-6.06782040781877,11,head_straight_eye_left_30
5,5.jpg,1.5789680011336964,-1.3135284418564737,-7.3947542941907916,4.811753550752589,-7.832103930891841,14,head_straight_eye_left_30
6,6.jpg,1.2676118180323703,-1.03927090224301,-7.242959758323651,3.658944218713146,-6.263712296419143,12,head_straight_eye_left_30
7,7.jpg,0.7348560292221941,-0.9372072020380106,-7.470729656727928,4.7153655437320285,-8.01368234887861,14,head_straight_eye_left_30
8,8.jpg,1.2715846102401276,-1.0371704674519657,-7.3636791334900105,0.19144525238773488,-5.2117403127699555,10,head_straight_eye_left_30
9,9.jpg,1.2793697257617607,-1.4092266706800614,-7.233497830240308,0.7419905392169306,-6.149293315903404,12,head_straight_eye_left_30
10,10.jpg,1.1398344473384365,-1.3612181934605705,-7.664324392214686,2.384567271456059,-7.912401056767081,14,head_straight_eye_left_30
11,11.jpg,1.7415879460118022,-1.387388227896277,-7.391095897042194,0.942447879379535,-3.150259943922607,8,head_straight_eye_left_30
12,12.jpg,2.7442858140904045,-1.3956812801855556,-7.8427427932295215,3.4604170432135395,3.2347652283088006,1,head_straight_eye_left_30
13,13.jpg,2.7442858140904045,-1.3956812801855556,-7.8427427932295215,3.4604170432135395,3.2347652283088006,1,head_straight_eye_left_30
14,14.jpg,1.4530621148223568,-1.1727103750565617,-7.443653182061272,3.828447337481876,-2.2920392594798478,7,head_straight_eye_left_30
15,15.jpg,1.4530621148223568,-1.1727103750565617,-7.443653182061272,3.828447337481876,-2.2920392594798478,7,head_straight_eye_left_30
16,16.jpg,1.316901057361436,-1.1158308628626856,-7.756698546604299,5.452000080374469,-3.104283075472227,9,head_straight_eye_left_30
17,17.jpg,1.316901057361436,-1.1158308628626856,-7.756698546604299,5.452000080374469,-3.104283075472227,9,head_straight_eye_left_30
18,18.jpg,1.6053338086387718,-1.4491221424403022,-7.6256481378098995,6.579703093384083,-1.0914930455700238,7,head_straight_eye_left_30
19,19.jpg,1.6053338086387718,-1.4491221424403022,-7.6256481378098995,6.579703093384083,-1.0914930455700238,7,head_straight_eye_left_30
20,20.jpg,1.885267382675049,-1.295747413614519,-7.408837199423226,5.659238197702084,-1.3064667362734832,7,head_straight_eye_left_30
21,21.jpg,1.885267382675049,-1.295747413614519,-7.408837199423226,5.659238197702084,-1.3064667362734832,7,head_straight_eye_left_30
22,22.jpg,1.725394755216908,-1.2411583313358086,-7.827626428867366,1.6793624272161696,-5.78561317027089,12,head_straight_eye_left_30
23,23.jpg,1.725394755216908,-1.2411583313358086,-7.827626428867366,1.6793624272161696,-5.78561317027089,12,head_straight_eye_left_30
24,24.jpg,1.2878045625181322,-1.3798479305000713,-7.792327916817623,4.829864472900457,-2.968662415873481,9,head_straight_eye_left_30
25,25.jpg,1.2878045625181322,-1.3798479305000713,-7.792327916817623,4.829864472900457,-2.968662415873481,9,head_straight_eye_left_30
26,26.jpg,1.9926591256560144,-1.4475747144079858,-7.642106480887568,2.756928107534907,-3.991758342515852,10,head_straight_eye_left_30
27,27.jpg,1.9926591256560144,-1.4475747144079858,-7.642106480887568,2.756928107534907,-3.991758342515852,10,head_straight_eye_left_30
28,28.jpg,1.1138856674277975,-1.0448072425350408,-7.885484547275676,3.7791206482825577,3.7614417925823447,2,head_straight_eye_left_30
29,29.jpg,1.1138856674277975,-1.0448072425350408,-7.885484547275676,3.7791206482825577,3.7614417925823447,2,head_straight_eye_left_30
30,30.jpg,1.363277779942665,-0.889895158172305,-7.838234166806745,5.40885345353839,2.418257012695744,3,head_straight_eye_left_30
31,31.jpg,1.363277779942665,-0.889895158172305,-7.838234166806745,5.40885345353839,2.418257012695744,3,head_straight_eye_left_30
32,32.jpg,1.1808633291001918,-0.8481715855236467,-7.228434257334023,2.6242656068311727,0.00019218293772099468,4,head_straight_eye_left_30
33,33.jpg,1.1808633291001918,-0.8481715855236467,-7.228434257334023,2.6242656068311727,0.00019218293772099468,4,head_straight_eye_left_30
34,34.jpg,2.1313137971273526,-1.150308117883851,-7.627602334571292,4.18016804702743,0.7191464917258431,4,head_straight_eye_left_30
