,file_name,pitch,roll,yaw,eye_pitch,eye_yaw,magnitude,label,predicted_label,actual_label
0,0.jpg,-15.263457594654362,-2.2100420448060545,-0.26500368607803093,-12.204554732521524,15.97244019767397,25,head_straight_eye_bottom_30,gazing else where,gazing else where
1,1.jpg,-16.572600757709967,-2.1233775185571924,-0.03881991108740389,-11.581433102811209,17.839614054534643,26,head_straight_eye_bottom_30,gazing else where,gazing else where
2,2.jpg,-16.572600757709967,-2.1233775185571924,-0.03881991108740389,-11.581433102811209,17.839614054534643,26,head_straight_eye_bottom_30,gazing else where,gazing else where
3,3.jpg,-16.432648361471497,-2.3472135142522372,-0.08424942716182886,-15.413076176725214,6.953038766586568,25,head_straight_eye_bottom_30,gazing else where,gazing else where
4,4.jpg,-16.432648361471497,-2.3472135142522372,-0.08424942716182886,-15.413076176725214,6.953038766586568,25,head_straight_eye_bottom_30,gazing else where,gazing else where
5,5.jpg,-16.094831496048478,-2.473284687708853,-0.6027456545050789,-15.49976961980113,14.27554118211663,28,head_straight_eye_bottom_30,gazing else where,gazing else where
6,6.jpg,-16.094831496048478,-2.473284687708853,-0.6027456545050789,-15.49976961980113,14.27554118211663,28,head_straight_eye_bottom_30,gazing else where,gazing else where
7,7.jpg,-16.351336705574113,-2.2700369211007994,0.2154156526029002,-13.086639100197345,16.91242951687468,27,head_straight_eye_bottom_30,gazing else where,gazing else where
8,8.jpg,-16.351336705574113,-2.2700369211007994,0.2154156526029002,-13.086639100197345,16.91242951687468,27,head_straight_eye_bottom_30,gazing else where,gazing else where
9,9.jpg,-16.050249625925183,-2.8958364103778065,0.13929886392013904,-13.570164124464812,14.299888492147982,26,head_straight_eye_bottom_30,gazing else where,gazing else where
10,10.jpg,-16.050249625925183,-2.8958364103778065,0.13929886392013904,-13.570164124464812,14.299888492147982,26,head_straight_eye_bottom_30,gazing else where,gazing else where
11,11.jpg,-16.295407878572593,-2.4368116618138247,-0.043239544907748,-12.318675865879527,8.728206401812056,22,head_straight_eye_bottom_30,gazing else where,gazing else where
12,12.jpg,-16.295407878572593,-2.4368116618138247,-0.043239544907748,-12.318675865879527,8.728206401812056,22,head_straight_eye_bottom_30,gazing else where,gazing else where
13,13.jpg,-15.558697899659622,-2.7938982292038723,0.5498493191701429,-11.106596268903054,21.437493847941173,29,head_straight_eye_bottom_30,gazing else where,gazing else where
14,14.jpg,-15.558697899659622,-2.7938982292038723,0.5498493191701429,-11.106596268903054,21.437493847941173,29,head_straight_eye_bottom_30,gazing else where,gazing else where
15,15.jpg,-16.067799408446266,-2.6160158730605128,0.15996418248320565,-15.087284230911875,17.22424188204513,29,head_straight_eye_bottom_30,gazing else where,gazing else where
16,16.jpg,-16.067799408446266,-2.6160158730605128,0.15996418248320565,-15.087284230911875,17.22424188204513,29,head_straight_eye_bottom_30,gazing else where,gazing else where
17,17.jpg,-15.816345708322768,-2.774586067350761,-0.014683720140623625,-13.24920413096626,18.308571821904984,28,head_straight_eye_bottom_30,gazing else where,gazing else where
18,18.jpg,-15.816345708322768,-2.774586067350761,-0.014683720140623625,-13.24920413096626,18.308571821904984,28,head_straight_eye_bottom_30,gazing else where,gazing else where
19,19.jpg,-16.085476742642463,-2.6814212825566934,0.23739935997798345,-9.854687852043678,16.06734494068966,23,head_straight_eye_bottom_30,gazing else where,gazing else where
20,20.jpg,-16.085476742642463,-2.6814212825566934,0.23739935997798345,-9.854687852043678,16.06734494068966,23,head_straight_eye_bottom_30,gazing else where,gazing else where
21,21.jpg,-16.37435153477511,-2.753284366914681,0.39567175926316633,-14.45574814501303,17.311019192576154,29,head_straight_eye_bottom_30,gazing else where,gazing else where
